,lai_q05,lai_q50,lai_q95,ccc_q05,ccc_q50,ccc_q95,sensing_date,agdd,farm,parcel,variety,cab_q50
120,0.4077849477529526,0.6982414126396179,0.8181130588054656,0.12267789542675019,0.2855982184410095,0.35706937611103057,2022-03-25,542,Strickhof,Fluegenrain,Cadlimo,40.90250352830545
121,0.29038027226924895,0.7106772065162659,0.8984532177448272,0.04651457853615284,0.2923186123371124,0.3779059648513794,2022-03-27,565,Strickhof,Fluegenrain,Cadlimo,41.13240296112154
122,0.6210527777671814,1.0472140312194824,1.2964215874671936,0.24209078997373581,0.3977339267730713,0.5654137969017029,2022-04-06,628,Strickhof,Fluegenrain,Cadlimo,37.98019458447377
123,0.7617369592189789,1.3304243087768555,1.591529846191406,0.28500238358974456,0.6069360971450806,0.7421960771083832,2022-04-14,710,Strickhof,Fluegenrain,Cadlimo,45.6197389916211
124,0.849271810054779,1.635642647743225,1.7598897218704224,0.3630274683237076,0.872504472732544,1.0616165161132811,2022-04-19,764,Strickhof,Fluegenrain,Cadlimo,53.34322102302605
125,0.8989064395427704,1.7069896459579468,1.844265341758728,0.3507669121026993,0.9120148420333862,1.0015270709991455,2022-04-21,785,Strickhof,Fluegenrain,Cadlimo,53.428258583347876
126,1.1048018336296082,3.9493467807769775,4.460093879699707,0.4425558090209961,2.1746482849121094,2.5647953510284425,2022-05-01,886,Strickhof,Fluegenrain,Cadlimo,55.06349291728386
127,1.3822213411331177,4.449146270751953,4.736145544052124,0.5505702376365662,2.5529751777648926,2.8463056325912475,2022-05-11,1024,Strickhof,Fluegenrain,Cadlimo,57.38123726225375
128,1.5023303389549256,4.553359031677246,4.7980255603790285,0.6314248085021973,2.664161443710327,2.876514434814453,2022-05-14,1080,Strickhof,Fluegenrain,Cadlimo,58.50980397495634
129,3.079463243484497,4.46173095703125,4.866115093231201,1.426493227481842,2.456268310546875,2.829607605934143,2022-05-16,1118,Strickhof,Fluegenrain,Cadlimo,55.05191447449419
130,1.779383444786072,4.780876636505127,5.004965972900391,0.7199835240840912,2.6028285026550293,2.821730041503906,2022-05-26,1303,Strickhof,Fluegenrain,Cadlimo,54.44249455802159
131,1.5974757075309753,4.592077255249023,5.263478708267212,0.646757197380066,2.3807947635650635,2.8637482166290282,2022-06-10,1541,Strickhof,Fluegenrain,Cadlimo,51.84570361580199
132,1.2911155104637146,4.2127580642700195,4.8467731952667235,0.5242632329463959,2.1190030574798584,2.6219619035720827,2022-06-13,1601,Strickhof,Fluegenrain,Cadlimo,50.2996617691369
133,1.3973133444786072,2.8372514247894287,3.34447066783905,0.5601273357868195,1.3326352834701538,1.6014084815979004,2022-06-18,1713,Strickhof,Fluegenrain,Cadlimo,46.96923479628026
134,2.0391716957092285,4.296023845672607,4.735811710357666,0.8350248336791992,1.9762376546859741,2.234340190887451,2022-06-20,1766,Strickhof,Fluegenrain,Cadlimo,46.001552265047174
135,1.6319093704223633,3.109983444213867,3.7344345331192015,0.6386653184890747,1.3040239810943604,1.6527685880661012,2022-06-23,1829,Strickhof,Fluegenrain,Cadlimo,41.930254758124214
136,1.0260899066925049,1.3097846508026123,1.714186406135559,0.3918979108333588,0.5241327285766602,0.7084024131298065,2022-07-03,2020,Strickhof,Fluegenrain,Cadlimo,40.0167102474045
137,1.0182377576828003,1.2548731565475464,1.572924733161926,0.38446847200393675,0.474337100982666,0.6144386768341064,2022-07-05,2060,Strickhof,Fluegenrain,Cadlimo,37.79960536311733
138,1.0086256504058837,1.101884365081787,1.3560722589492797,0.3806611388921738,0.41859108209609985,0.5207116842269898,2022-07-08,2117,Strickhof,Fluegenrain,Cadlimo,37.988657917387734
139,1.1935176610946656,1.4211357831954956,1.9744091033935547,0.4444918096065521,0.5518801212310791,0.8060024976730347,2022-07-10,2154,Strickhof,Fluegenrain,Cadlimo,38.83373620993124
140,0.9863727211952209,1.0753077268600464,1.3063063025474548,0.3732586532831192,0.40460437536239624,0.5092466980218886,2022-07-13,2216,Strickhof,Fluegenrain,Cadlimo,37.62684534443566
141,1.1764247417449951,1.274132251739502,1.4671955108642578,0.4350248873233795,0.48270198702812195,0.5715076327323914,2022-07-15,2266,Strickhof,Fluegenrain,Cadlimo,37.884763247230865
142,0.1475348174571991,0.19675709307193756,0.6928890645503998,5.6310248510271776e-05,0.011292093433439732,0.2858782634139061,2022-03-05,380,Strickhof,Hohrueti,Montalbano,5.7391036110251745
